age,income,credit_score,debt_ratio,employment_years,Default_Status
24,37125.33645916062,631.9295882227924,0.5027064146499186,6,Default
44,36376.10766835835,571.6494834528899,0.23349131846727195,0,Default
38,65790.751986201,477.59578127901113,0.4433656173402845,19,Default
27,135083.35863590497,757.5173200644272,0.2998579023761855,1,No Default
48,64483.85882606786,825.7866988860362,0.18800953016168473,4,No Default
40,23186.48308378794,733.1066223617686,0.5235252722146619,16,No Default
56,111237.52701683065,697.1961390888621,0.36988705065469146,8,No Default
47,83034.16096611196,731.7536858706018,0.310223342401079,10,No Default
33,38187.17972571645,521.9391574278974,0.4607172796415199,10,Default
41,128556.41253364194,710.5674280876733,0.008584091165601104,3,No Default
38,66834.12973895254,618.6119661801388,0.3790225613709588,0,Default
38,118524.41700745653,676.9554517682826,0.1572357039515314,13,No Default
35,67940.52428900648,608.6892883548535,0.6620696674675614,4,Default
43,50532.784056863915,712.2708857658597,0.013461733923060205,0,No Default
34,128993.0448702953,721.6852086224173,0.1836662034138431,12,No Default
20,68343.82662259464,463.09482643701557,-0.006640345015973639,7,Default
42,130427.79780699246,852.4600076590241,0.08941507670120209,4,No Default
48,87994.2941510766,721.2061331270329,0.4970267483591042,4,No Default
41,50801.4854608818,652.6288325172953,0.7197454229473188,0,Default
28,32456.741951840024,745.6686007307758,0.3413470894158097,3,No Default
32,77384.00162917082,806.3742346124152,0.2503779912335088,21,No Default
49,133776.6112565538,791.182075937747,0.21367617335460307,0,No Default
72,130464.3984669125,758.8171813501684,0.1639210319317802,9,No Default
34,32359.854670989782,637.2347861843907,0.5113727406459385,3,Default
20,68599.58770798128,599.7323324527455,0.7952646552576609,16,Default
42,52129.996610948285,704.5952355929645,0.11868383003559145,0,No Default
34,89799.51330551117,621.0620476412472,0.7250548714302048,0,Default
46,74330.22829619312,668.1885265142868,0.1441174905307534,14,No Default
28,63471.2640235145,597.0846625063857,0.3474493149422503,12,No Default
31,56232.94393552834,543.9465557026032,0.5031491809634294,3,Default
61,46966.750888014474,748.4479793264543,0.14557995777737395,0,No Default
37,67923.86217107614,523.3518705369005,0.6377657390977973,0,Default
49,52782.891816770156,743.3464144152234,0.40092421573402137,15,No Default
20,119431.57922492204,727.4800863416864,0.17309849371818833,19,No Default
28,140672.4435672809,711.2701612553263,0.2998347365250638,6,No Default
36,64725.26446969747,600.5196088699764,0.15361949617253728,7,No Default
29,15391.736520037477,427.6235230528912,0.3643404034328911,7,Default
41,68742.64713948224,716.1273677796596,0.26081370426795997,16,No Default
26,35944.29760158947,517.5268292060367,0.6301419118285694,0,Default
36,85411.23911858929,615.7502370441819,0.3743948213073059,6,No Default
57,26504.99032542852,605.0887219174796,0.1542407342502245,7,Default
41,50503.087259728214,703.2071337006173,0.44049910247967794,19,No Default
44,135251.2513268912,750.2673292160721,0.092156219226531,10,No Default
23,62108.22298665596,590.1445892259572,0.5695651677775349,1,Default
44,95842.7082139316,731.1605812553611,0.2079054602060062,5,No Default
41,89085.48683493455,641.5844827472771,0.4092345144901538,9,No Default
46,36474.55530528159,590.1434157001825,0.5732701974366161,2,Default
44,53946.321265145765,829.1918813809853,0.24149961639581008,4,No Default
49,40870.21522154334,798.9439644626483,0.23612680420686943,5,No Default
25,81935.14794544359,743.9897644350805,0.2870026459007078,19,No Default
55,81972.48125644331,794.3690754031436,0.33877088163380825,9,No Default
40,83586.11645399396,639.3889446828326,0.34247915797367817,0,No Default
41,136652.1575281191,753.6390769091503,0.1044450287983695,10,No Default
45,45427.23134104824,627.2184622896395,0.6411260324643765,0,Default
22,68377.95222678207,723.1021222333208,0.37930690561864044,13,No Default
23,19613.130581030146,639.9411909577018,0.16114231273662352,4,Default
61,111030.3795555605,759.3986928089704,0.346301824472494,12,No Default
38,88886.17816317393,677.6823823807689,0.05920733998252547,12,No Default
66,167924.50661343455,699.4513339293007,0.3049111499173048,10,No Default
49,128087.68441875542,716.2529825103784,0.40379716668389476,15,No Default
67,94088.61797817278,712.8577181278877,0.25514532436465487,1,No Default
27,74856.56336968996,801.6226013266122,0.1844554875519871,7,No Default
73,20837.346491073302,573.2435467862086,0.2467328820820302,12,No Default
37,186773.65446603342,642.3421107307844,0.4412800893846506,12,No Default
43,78300.89806501073,585.7750314778023,0.46589306076620784,0,Default
33,105161.39508167584,745.3193753328319,0.4274819886809418,13,No Default
37,82844.07116714814,778.7530961949994,0.22507652342856269,21,No Default
48,146929.58515947833,796.946034105017,0.37497722301752484,6,No Default
67,106414.42207404856,775.9476869505096,0.444248730194003,12,No Default
56,127019.88119635698,513.5564037140136,0.817758406853197,9,Default
20,15003.296943913905,475.1119817427596,0.679910363214931,5,Default
43,61156.79239989909,610.2228297325727,0.5095213637496946,12,Default
46,104626.64042887502,636.9336066354144,0.25681677110472156,6,No Default
21,98539.81960564568,555.709593196043,0.47473795314310074,4,Default
41,81671.25866649608,667.0177918505614,-0.0016653656186457338,12,No Default
20,84358.48434032421,553.062589810786,0.5930598153221893,14,Default
57,17789.69250515709,625.2785317604103,0.6723673437835609,0,Default
47,150417.8469966805,706.9824335564102,0.1995619855741011,6,No Default
51,42696.62198909804,829.5172006588184,0.29128988078429613,11,No Default
41,21167.661730121723,565.872645611303,0.6169157646794309,13,Default
48,98472.95231182993,777.8730269745065,0.15537279738702342,14,No Default
61,35252.08293198751,477.9219033425714,0.2202063249776014,5,Default
48,96888.57528738788,847.5581403518817,0.12906443106000898,7,No Default
43,97904.49001502983,732.3590789864564,0.24186533478891617,9,No Default
50,58028.7452545869,718.1607546741263,0.3119579217143809,10,No Default
28,36538.56566936884,662.3565439106279,0.4557954507733141,10,No Default
39,76567.29111745983,644.0297880635042,0.3865896577187634,17,Default
57,15391.193744834916,589.2001035334241,0.5521157631029743,16,Default
27,68384.83818431408,643.040974104304,0.6826591090547091,13,Default
47,21237.17240168349,609.7850070696145,0.5230207885327399,4,Default
58,95639.76510807931,804.3012776188409,0.4651507182860715,24,No Default
46,119310.72104438096,841.7433809447547,0.013728282862705067,12,No Default
71,120134.81422957168,796.7235749621627,0.395469714086525,12,No Default
44,108671.51617717823,747.8985982874912,0.35492131553270656,9,No Default
46,123133.14236022267,769.4590367940915,0.10962327295421484,0,No Default
35,42162.841664941,777.5053826684464,0.14347954561754958,17,No Default
35,25530.053751934265,674.2029328077498,0.40273884375896807,3,Default
36,92105.40556639667,691.6322763730681,0.3271521879552185,11,No Default
45,117171.67191547532,663.4258715526864,0.2382185762704045,5,No Default
48,79622.43936303681,748.6474949328959,0.2683641796974619,9,No Default
28,90035.56641511289,679.6539460367394,0.17355747580602163,0,No Default
21,51466.12527528947,656.5808054843683,0.15285011220232703,12,Default
20,22085.52299489498,551.3982160905828,0.335096042229375,0,Default
20,79487.87627871602,786.3499287483418,0.29910940079999043,6,No Default
20,102552.80244281028,805.195637921272,0.5039497464957086,0,Default
42,89997.48042820861,700.184026013087,0.0021659979658872623,7,No Default
39,39374.5248003262,649.5758106208256,0.6516372997373503,0,Default
27,149179.73848258075,759.9533400152841,0.6673411695043243,11,No Default
48,67137.51214349527,720.1928463218109,0.5278574494674836,17,No Default
20,109910.62435290862,634.1529697406797,0.2838949178338639,14,No Default
55,21843.206405351,481.4405268317684,0.45703893866039613,4,Default
31,120539.8659810187,788.7970857829337,0.40744575634435454,12,No Default
45,50469.37023888315,570.6504234381283,0.4324964348467206,0,Default
32,21515.782425926842,505.45957212659675,0.7759525731450598,5,Default
59,45847.530954677575,754.5744242555784,0.006180461287572497,4,No Default
26,54268.75754732814,696.8047726358632,0.13552580210819976,17,No Default
36,127668.31549487998,770.3567439230989,0.4576695318249338,5,No Default
44,85385.27700300296,555.0555186009186,0.7745617170139631,1,Default
20,22378.82268784502,726.7897365438993,0.1759047302877229,18,No Default
32,30978.557974542342,543.5821236697636,0.3371766829416347,2,Default
20,17937.963412802284,606.5032627332539,0.7202189354445844,9,Default
54,92482.25327161445,690.8719582249684,0.2879409076888494,19,No Default
25,20267.284162853888,608.757809616969,0.6359634975031377,2,Default
34,49170.5647929577,592.0111390064955,0.8029281175653413,2,Default
33,47486.73404452785,479.7959308426149,0.28634107927809477,0,Default
61,130664.06720177326,701.9315342019212,0.08079552025645546,8,No Default
33,27984.383279379268,599.4030805422578,0.5182876684226397,2,No Default
56,66368.01931120193,704.6503528342325,0.03910394315737524,11,No Default
57,34900.890933750925,667.3778577949777,0.2714987156035129,4,No Default
35,94708.57721579452,646.6515988553361,0.3542287800231305,11,No Default
43,125590.48116840112,694.1833377610191,0.0383790625928482,14,No Default
51,98273.57822997573,776.7512680108923,0.31649762958133254,12,No Default
41,136120.56750766418,739.6803476884382,0.07740902891122307,10,No Default
47,73326.25994748721,763.0756051855558,0.08599536734291634,3,No Default
50,72717.36028454304,524.2523444036842,0.3989092493223917,0,Default
41,16350.952831429595,831.5247188664995,0.013685433293356275,7,No Default
43,134659.14349737234,631.3834099510019,0.4501496628222213,5,No Default
20,27851.873381912275,642.2610002496551,0.40470781532936867,11,Default
47,49626.04336939568,730.6276400839695,0.30415719401048286,0,No Default
37,66286.48743657484,628.3340812336954,0.36790606434069095,10,No Default
50,94973.32609684588,860.5957703782734,0.2466069038941667,7,No Default
45,93319.301813509,770.7193053196946,0.4212840783226094,17,No Default
28,40222.71132962471,630.7859984507297,0.7232408721520316,4,Default
40,111962.12161565827,436.437489401522,0.6072054668518534,0,Default
35,71746.69458769109,687.9757591284085,0.13303541009485628,11,No Default
29,118485.39331294195,649.5930622016631,0.1358574302642045,18,No Default
65,175627.59704291276,671.1554275532241,0.386923005930498,14,No Default
33,86964.22232513894,674.3037879357986,0.8543444565325606,0,Default
45,102963.33644933872,789.3608847138573,0.25424767275927307,18,No Default
51,79240.9386242875,692.3640229836254,0.47387844741849366,10,No Default
52,82635.26669174587,653.1548287309244,0.23592262438632358,9,No Default
27,72808.62332436696,669.6949057062975,0.30450686805519755,14,No Default
62,94252.29949109265,690.0863236507623,0.0834162809788872,7,No Default
46,82891.9634488718,603.0926684066457,0.6369497111136918,3,Default
60,65944.8336157933,778.5619038405317,0.28212966469649603,10,No Default
49,47599.906304595366,733.095700041045,0.39476132526389096,9,No Default
66,64326.12382463725,525.761633341799,0.7530369150757489,11,Default
50,88362.58415520545,726.8752546462546,0.4296571332795079,12,No Default
42,26901.044664371122,554.3913525458095,0.7262394381107581,0,Default
28,69720.15901512296,556.1086465602999,0.30308572334457257,1,Default
43,71532.44684906703,758.9115996139848,0.2755568104722314,10,No Default
35,80118.68371318169,669.4554728241393,0.3157274238641628,25,Default
46,110212.91421165952,787.8543316071278,0.2998965799388682,14,No Default
51,65935.79081673622,754.5595307685176,0.14943034152152465,18,No Default
37,42124.33926844686,646.2880024678473,0.6225648547059581,0,Default
31,82041.63362109126,528.125057073167,0.30167177200768497,7,Default
32,87595.1974860232,734.5821120304073,0.1516572376811837,9,No Default
44,87847.34963420374,780.3332402348573,0.2703923884593295,4,No Default
38,80429.54646923102,386.4065443274152,0.6990594131215357,16,Default
23,94965.35712104166,664.2117651867057,0.39065781067152155,8,No Default
35,63977.27860081494,755.4729942094953,0.3816956091819672,7,No Default
34,59211.06653433758,731.6032032865932,0.23141300290632394,8,No Default
45,80096.94406788581,713.1696772524815,0.3892705319381972,1,No Default
39,104566.91309326066,667.8745465362667,0.458035394412961,7,No Default
39,93403.96070002414,680.9536647396773,0.43371107827573396,17,Default
64,36637.980911785744,561.7500115906579,0.40605223742812735,7,Default
64,79787.95026284123,843.778502166308,0.3289476588094035,5,No Default
39,47913.732439930594,776.0869575296518,0.4596898850696741,6,No Default
62,38826.25365995112,713.5664108917163,0.22676234941611528,25,No Default
43,88015.74325121671,679.7957884449911,0.3006661351149221,14,No Default
28,22372.682846415508,672.8162300944841,0.04776171878498106,23,No Default
20,37120.63473649538,540.1941463205783,0.7171550001597451,10,Default
34,16625.7032404646,655.6068503010947,0.47301715683178447,0,Default
44,94848.3327425646,681.2252427744496,0.2590135826883611,6,No Default
20,92727.97200632973,591.6099451959419,0.31428599124681256,6,Default
39,60182.63089471518,674.8513119407336,-0.008439416007627806,6,No Default
20,90273.27804411383,841.6607130031936,0.11884382779354623,0,No Default
21,93267.14662919767,820.9289239937358,0.2804064553800136,2,No Default
36,8845.810216480158,695.247134522677,0.170694979360189,5,No Default
47,109506.20427575783,722.0537892965498,0.29591380792745675,4,No Default
42,71601.60373635948,629.2032161146633,0.3357056709965333,11,No Default
41,52726.57858141383,371.20127040182996,0.5037005142609908,2,Default
41,60452.88319247077,625.9495498524883,0.2557021430222415,7,Default
39,33431.64227509463,564.8597184973586,0.6762934078224049,12,Default
41,75806.2532098096,557.0785557688316,0.29205677067405195,0,Default
54,102300.60441570176,573.5255398446092,0.2441964361152031,15,No Default
37,30063.5285204736,722.3319458592268,0.38639681294271055,15,No Default
27,112561.18069113769,648.3093087375516,0.06927267977184187,20,No Default
45,22146.845285174197,615.4609254330485,0.8794710748373491,0,Default
41,110489.76231679403,715.9998203229219,0.1440831491275201,13,No Default
48,101536.77735169808,669.2498278463687,0.24385823951582497,9,No Default
31,108860.5087560113,784.8728672427882,0.1623636998852096,16,No Default
35,50815.2691169429,803.2102208995364,0.30869991454031587,2,No Default
56,116099.56959298297,601.0672855275909,0.3144056667807814,11,No Default
36,116997.70745557174,718.6269445846523,0.4099661193951761,12,No Default
35,24507.639326688466,655.2013758193489,0.8772719092647692,0,Default
27,89079.68005153237,759.979113921897,0.5353595506451369,11,No Default
22,126843.40131841907,715.0098568166715,0.3250930808786453,9,No Default
35,19457.507652985234,345.5703326646704,0.6396032141607951,6,Default
47,39738.03065680206,660.7591698875669,0.3185201106524321,11,Default
52,33197.53341780225,698.423118629611,0.6326664193199268,17,Default
28,83151.7650047113,767.7247024721543,0.26080825390312007,19,No Default
31,57026.25874076567,665.0684000543166,0.587037094673314,9,Default
26,32867.58080886148,590.3671662612574,0.9939294257316477,9,Default
30,117952.96049372507,749.7479544649755,0.34855516356640126,13,No Default
46,54227.58196812967,467.21138482573775,0.5174736374516733,0,Default
51,42157.6012196867,616.6131936236123,0.4290338580620413,9,Default
37,40846.096385197954,601.5540753541989,0.49002656707239084,10,Default
20,78841.93075539592,766.5992851318748,0.07596519623531289,10,No Default
39,95610.33505383822,686.7234298677984,0.0783172441871191,20,No Default
28,43973.57087688209,726.9065831666361,0.18736550608881697,11,No Default
30,60973.5270818996,668.8289714403212,0.15626220483181513,15,No Default
46,107176.7871603147,731.1815202855033,0.2788438902011299,0,No Default
38,46428.06732706137,563.4915492597694,0.45326013446251917,17,Default
29,24219.896828446115,683.5876369905525,0.359118847190982,10,Default
37,101159.30926623281,692.4921597717089,0.5733763070699249,6,No Default
49,61022.91412500855,811.2891182152215,0.43488789718867327,6,No Default
47,20375.20035799385,707.5212704770627,0.19417514282171378,11,No Default
31,92271.53763957365,545.8396880270126,0.7642848595803332,0,Default
33,107525.0810056504,656.7112493538096,0.508004818007927,10,No Default
51,18947.918934365505,767.9238036225138,-0.010283550438418741,6,No Default
24,90510.65186637947,723.3426880978004,0.14143662401609228,19,No Default
47,124983.69801878813,772.3265512845069,0.2420731234135233,3,No Default
41,59116.91565423101,677.3191357259478,0.6239701293416728,13,No Default
33,20316.923443192754,639.0243505070263,1.01052643872847,6,Default
51,102505.78170251656,676.300906745245,0.06690518303688024,13,No Default
44,95664.88645164167,683.017405467211,0.5707614758638654,5,No Default
55,66506.53613135577,627.8761072856762,0.18501362059441945,16,No Default
40,50177.65163607701,736.6720537478988,0.37013890281868045,11,No Default
40,111205.31126348318,673.7735954645622,0.4048060882949284,16,No Default
28,125912.82449687061,649.1479530159831,0.09728118834748761,10,No Default
32,62233.30014830162,637.3349918900084,0.2512001498135007,4,No Default
23,26155.90159389987,810.7014275107232,0.563311399534255,0,Default
46,75835.661475991,559.139650767173,0.48121776083270784,0,Default
47,244995.20293343955,765.1734983202732,0.5727338330931157,2,No Default
56,92927.98476307625,706.4984076716381,0.3674229047023073,3,No Default
30,94820.82945747135,623.8913542296956,0.6331919297514474,12,Default
49,21071.139359358916,520.0709179331856,0.8005787229530085,0,Default
49,68788.31729532598,674.9267362809514,0.29552966344915926,11,No Default
46,98931.05265282153,690.2093258410172,0.34441572596193687,11,No Default
34,43858.97401837218,535.6758893088787,0.5006968578203311,8,Default
35,134001.10032414753,744.620514883822,0.382547602497022,6,No Default
42,18221.06283503732,691.3346994172113,0.44483369603861045,0,Default
48,60487.473664337616,705.363595536045,0.506256121327354,5,Default
62,47595.341668960304,777.5826450356246,0.13343224903460205,6,No Default
33,86816.18538147524,772.4888815937226,0.4242212517801106,13,No Default
70,104952.650573396,712.6580556387452,0.15808167050783722,16,No Default
65,117179.21627799873,807.2529934359037,0.2451985188262829,9,No Default
20,18220.447812065813,629.4307444105611,0.8139162015168162,12,Default
54,128682.66437127013,719.904031012632,0.09998707211021453,9,No Default
20,32740.93653563104,547.6876122724353,0.4414303904412266,7,Default
41,101047.59094577783,670.981968964077,0.35173452939735067,3,No Default
37,67970.80324178902,651.3516104521627,0.12351153089590627,10,No Default
33,20227.620400431886,766.8193396210203,0.48834800864343864,4,No Default
37,33867.90609484773,698.527177274233,0.2690107610151675,15,No Default
39,110458.30516372001,828.5463713455857,0.19910774884584861,0,No Default
48,114493.91810741731,733.1464590269821,0.23043241590917055,3,No Default
41,71300.79205533522,545.990277800375,0.8170695101139172,13,Default
52,25756.380307504118,685.4564000734291,0.35831036324804977,0,Default
41,60569.08858620564,484.61765636098704,0.6279188208205628,12,Default
48,94855.89721783694,689.4730967482861,0.3153462928171165,21,No Default
26,39988.52059544093,644.2926434872365,0.43989222675981315,8,Default
55,69239.62358660421,650.2962156637429,0.08800470503258964,18,No Default
20,46551.764947500065,685.5703222891768,0.4299036292877027,2,Default
32,100732.1758116843,736.6714710198003,0.19109708872677386,23,No Default
31,102934.08463020758,713.8056827159355,0.19853655398569486,10,No Default
20,155783.2326048981,822.5107653380495,0.042473274177283964,12,No Default
31,69170.53216306146,798.1667149739841,0.14737430824648848,11,No Default
47,15305.203485355987,425.4173160140191,0.38532944554380755,6,Default
34,60794.80779543669,658.4030345042005,0.389266723094767,19,No Default
38,63399.88700543868,502.4130077625818,0.4206353500152943,0,Default
36,20775.451548489305,644.7163631479418,0.09350368074466646,12,No Default
58,17661.890067024186,562.6492340564431,0.2919050565421837,19,No Default
61,61466.25884089343,729.0925169429762,0.15237373834559215,15,No Default
37,39422.33687598545,654.2752251958437,0.8787107288613231,2,Default
36,21539.129340471383,757.1187807262193,0.35282370816918485,10,No Default
22,63635.91648378446,742.6124557412079,0.1228060281671885,7,No Default
33,81671.70376261203,775.9142699759758,0.01927642203289573,9,No Default
22,78637.99365383186,616.8094788534867,0.37105282484885116,0,Default
20,38999.75712581303,594.8565603385448,0.9005293618721621,14,Default
26,64531.51745671404,645.489892528593,0.3147906656675169,0,No Default
57,21122.296290773265,540.8177105820631,-0.04201348023944515,1,Default
34,78944.43749351516,706.8118559823047,0.19645710414238077,0,No Default
49,55094.08102161692,741.4758553433154,0.4217686360267887,15,No Default
39,97104.9290927246,679.1855061419155,0.2152818168142316,16,No Default
57,53103.93846549321,632.2522798927419,0.10676088833595626,1,No Default
35,66547.51481495592,586.880985608436,0.5470950290486749,18,Default
51,52897.72971432735,575.4871771027085,0.7262705034361353,1,Default
20,47943.17084629996,696.0947482613589,0.48854210252688074,5,Default
31,29476.50776757944,572.8437782031876,0.6024664132958181,12,Default
40,107769.75272077665,628.6947460774887,0.31906289558028067,12,No Default
46,98673.81741452175,838.0148753712306,0.338991699640478,11,No Default
28,41167.325422949194,731.2954327708485,0.11351351343891966,4,No Default
39,81606.29366687636,626.9356997532954,0.5037226086552534,3,Default
59,45966.6637279001,617.6940147627928,0.26320072458918303,12,Default
44,25211.768762442032,551.8453515551706,0.6235407004386693,9,Default
56,24681.933903327892,836.8869747660381,0.7284875067076273,0,Default
52,26648.25836561618,624.0666524200335,0.41298682971122197,4,Default
20,85305.75025483285,656.6223978241832,0.250311059780547,10,No Default
22,66130.32498366448,766.4930605990992,0.25662411854075595,14,No Default
41,99493.71407715399,816.3908621588217,0.3475989222834877,11,No Default
74,137558.73559291734,745.811772306335,0.16268440940918627,1,No Default
59,112355.69939709092,833.1351436674031,0.45825248363431226,4,No Default
38,71238.65026219685,684.1508512271173,0.27302517309069047,5,Default
38,69827.55628916959,621.8828395324603,0.5707501878497453,4,Default
45,158698.94142437674,805.3575805354911,0.24909422304032372,6,No Default
44,66634.54509899148,766.8123695985981,0.41885633311262244,2,Default
47,153025.28456803338,703.901249129062,0.42529040333521634,14,No Default
49,88288.77408158784,717.0351176371398,0.16480141314996644,13,No Default
39,23687.807854015777,589.5752188563876,0.705144551659238,0,Default
39,115905.77342577737,762.2113389190151,0.4081416812754098,9,No Default
75,119572.65103533724,749.5600226478764,0.3832530870779613,18,No Default
49,97668.4711426754,651.1206670285144,0.10116366223058214,1,No Default
34,113938.57553191562,776.8090676136433,0.25371300560797494,14,No Default
31,40933.22260578641,489.3183388495878,0.5720126688550471,0,Default
27,71375.8610982112,770.9123533115826,0.0017003978289892299,3,No Default
36,100553.83423933356,836.8982665035177,0.13205865412493903,13,No Default
43,87331.43736557964,655.4325503231714,0.04774717277001403,12,No Default
66,35410.29479004355,687.0316272820246,0.6326440191916906,1,Default
47,122959.20212569788,642.1178654814239,0.3396113401494672,18,No Default
20,23593.38385970446,731.0041473726466,0.27597728245417286,0,No Default
29,19981.460797037602,684.009379014562,0.6309026491626989,8,Default
34,16590.534011912085,824.8190029276724,0.14765916994073922,13,No Default
36,89294.76325988429,622.7107771032338,0.5696350038593666,0,Default
35,98141.47188538863,525.7236124964685,0.394983379253888,19,Default
41,102753.3400445576,661.289277822489,0.2373437745903879,12,No Default
20,44931.156934206956,711.4594986283777,0.3506463395593638,15,No Default
20,100511.34965782339,789.3611282392677,0.06736543355864245,9,No Default
29,67166.14481452755,552.9731194710703,0.3838928282943954,21,Default
48,75044.84419955744,707.7611150682065,0.320690999620309,12,No Default
42,94206.19866158649,702.7108822518711,0.4352547939050789,14,No Default
42,21335.17005368079,639.4182526793069,0.3671867299367945,3,Default
56,50191.3300487307,658.6245598412986,0.30558896943815056,11,No Default
45,34002.85271864834,840.9108953345103,0.2775758597028675,10,No Default
39,105218.41034490235,703.8338931667619,0.08794561949851185,10,No Default
35,74691.55246324722,727.76391111643,0.016051201578841726,0,No Default
52,125813.60897996393,742.278065307419,0.14184069159395982,14,No Default
68,93005.32621055997,660.8204653664046,0.07570431978781432,11,No Default
20,37297.83358004806,732.2488469529471,0.598755305283901,12,Default
38,35521.34477075054,748.0495031910439,0.1666779249541906,12,No Default
47,81412.3337745071,666.2967777125255,0.10076407870977455,14,No Default
20,145978.04472571192,763.6910865152154,0.3392020167556144,13,No Default
39,132932.9176953399,739.3202255111778,0.38059994223095667,10,No Default
25,160850.09923947044,655.0970649889987,0.31239263569195996,1,No Default
30,36893.21229929479,688.534379959355,0.8369326509583396,0,Default
58,113790.7263670856,667.5248859662206,0.5572386687822157,18,Default
34,121739.67356252651,736.6165081823124,0.24455352609670294,10,No Default
44,70615.6106586504,744.4517868419204,0.17252048052084976,9,No Default
48,98620.93719551107,724.9323682211295,0.28303834307286563,12,No Default
50,94427.56869207066,638.4400785416065,0.28858236385548725,11,No Default
36,106575.67240719327,735.1923466773496,-0.02275387707116692,9,No Default
31,68478.5699298817,433.0620827110314,0.47776424902920267,11,Default
20,105290.30036841595,775.8452154306154,0.12849744168653532,10,No Default
22,19379.08261515972,419.23628608001763,0.7684175252119084,4,Default
55,74599.50658183343,722.3517279118366,0.1885390033062601,7,No Default
27,19802.616580500653,676.4743125237694,0.47676542373746134,7,Default
50,84065.85771909736,479.51141895516224,0.5363427545761443,8,Default
35,90798.2358314423,604.1181391453899,0.4707392607781372,6,Default
37,88878.93639956122,548.7917335365498,0.18312452237058657,11,Default
38,105900.33384804984,624.9541413393594,0.17305484736309296,4,No Default
23,88641.37780305202,787.5193838525921,0.1871810494173532,16,No Default
53,17531.05211750629,590.0186447633654,0.6158075756309941,4,Default
41,75094.56065719522,775.2468483173699,0.28172545568277646,4,No Default
29,33952.29253540288,854.1600643767254,0.472342799113785,9,No Default
70,84632.77556838395,748.9157696147448,0.35307423162791857,5,No Default
36,79238.44502078477,655.3820378689658,0.4711476125726026,0,Default
50,51446.49538990666,774.9418028319819,0.3855259189450681,10,No Default
55,43294.32500147447,683.9766686374235,0.4199820869823945,15,No Default
41,102790.86908714527,825.6602741222089,0.37741125725450836,10,No Default
43,29895.692858257324,656.0310631154629,0.596887206143986,19,Default
47,120103.56732189265,691.3463994374092,0.09711814714978678,22,No Default
30,67480.30611551038,456.26338626306847,0.4072590253920546,7,Default
20,42299.03909665627,571.3953827029476,0.34014281537571195,12,Default
50,65829.18288592393,611.9615342004753,0.14673827566225003,1,No Default
63,30916.210557273578,593.3415283443171,0.43524264669566676,5,Default
50,120869.69931126309,727.4309571422611,0.4088596304650488,12,No Default
29,89978.85666031206,726.6260778417883,0.417197057694828,15,No Default
25,22804.129885865637,465.61141878439645,0.4740177024027537,11,Default
40,21495.438051309156,651.5932477216899,1.00784081258845,0,Default
35,99620.2783513926,693.5401996143995,0.0003160902409137107,8,No Default
39,102105.83763311108,813.04435006338,0.20281361794774513,0,No Default
46,82917.67749232688,525.0136886274171,0.576608653396082,0,Default
31,81409.81811478396,648.9476289125557,0.26807387621982653,12,No Default
40,85493.80456238394,708.7883981797827,0.29390841883576585,9,No Default
36,33298.39718538849,601.9261681915365,0.5818177023768543,6,Default
34,104803.64043765007,733.2935387349424,0.2284435214583384,16,No Default
34,49880.71505633441,625.1011186721172,0.5104793967950579,7,Default
37,79794.44280321294,735.2016084063144,0.11069294264243253,19,No Default
40,46984.82341377944,601.5012168642957,0.6132440906874727,16,Default
24,42010.815788623244,698.6131712139681,0.5344859937153952,0,Default
48,171145.0463217395,718.067724329717,0.06537056627188949,8,No Default
51,142756.24207812615,762.7321225963108,0.4128981794476342,21,No Default
28,32380.381636243124,679.4349374590828,0.6659129036421348,0,Default
32,103518.91568528222,687.0580338365785,0.33191698473073555,3,No Default
56,29135.83418238512,772.3929277093529,0.1964856999832338,6,No Default
35,23726.310400810766,605.8188173632185,0.43656207639214334,16,No Default
40,81121.6316541563,610.9107376586329,0.01442449118646531,15,No Default
35,57646.40280299608,645.3044980127228,1.0014977160103302,2,Default
23,119006.58182192709,715.647463069552,0.03339181731610181,0,No Default
47,20300.338803198647,734.6773241570115,0.2846157924125997,8,No Default
21,16928.648078149305,525.6674009276941,0.7475935661309553,12,Default
43,94746.13371605876,699.5214443265073,0.10520962428192554,2,No Default
38,102336.5506605372,668.82119704014,0.20408585829734888,10,No Default
20,100403.30542566002,745.3280193732722,0.0060403314433029225,12,No Default
42,110485.75851429751,557.5068016281238,0.17511843218295342,13,No Default
30,102391.59134400167,740.1323737879142,0.45073803023452796,7,No Default
50,118205.78555256645,729.8157709109298,0.30630544920198294,3,No Default
26,117285.50377860035,706.8718288000524,0.17833495684111184,16,No Default
34,29578.222134042993,650.5945218085363,0.06734451185500051,5,No Default
51,73124.18714989233,607.4020725787602,0.1900889364929077,10,No Default
41,122515.27949944878,585.9160698907987,0.3093252044891346,0,No Default
33,123458.3866178761,843.5880362014547,0.06121863050835835,16,No Default
28,40725.58808532615,684.6401918417672,0.11716865293510732,0,Default
43,95326.90574979786,749.6517490129521,0.190306105624665,2,No Default
24,164274.8744904452,776.5681871843047,0.3389387559494125,2,No Default
25,54503.13221088306,643.6014505561606,0.5120229323049029,0,Default
42,23481.352251057135,625.1412417062634,0.3993352985467962,0,Default
53,63969.53596967256,646.5698335484067,0.2654927711066491,18,No Default
57,120809.1155961609,766.6955167554045,0.1938778817397271,1,No Default
